6,1,3.1415926535898713,0.368802
6,2,3.1415926535898713,0.374114
6,3,3.1415926535898713,0.367656
6,4,3.1415926535898713,0.374535
6,5,3.1415926535898713,0.374548
6,6,3.1415926535898713,0.373215
6,7,3.1415926535898713,0.375800
6,8,3.1415926535898713,0.373970
6,9,3.1415926535898713,0.368258
6,10,3.1415926535898713,0.368487
6,11,3.1415926535898713,0.368172
6,12,3.1415926535898713,0.369156
6,13,3.1415926535898713,0.377076
6,14,3.1415926535898713,0.373803
6,15,3.1415926535898713,0.378184
6,16,3.1415926535898713,0.377159
6,17,3.1415926535898713,0.376817
6,18,3.1415926535898713,0.377648
6,19,3.1415926535898713,0.374018
6,20,3.1415926535898713,0.374029
6,21,3.1415926535898713,0.377680
6,22,3.1415926535898713,0.377772
6,23,3.1415926535898713,0.377610
6,24,3.1415926535898713,0.377465
6,25,3.1415926535898713,0.370171
6,26,3.1415926535898713,0.368079
6,27,3.1415926535898713,0.368386
6,28,3.1415926535898713,0.377672
6,29,3.1415926535898713,0.368606
6,30,3.1415926535898713,0.368207

=== Media por numero de threads (N=2000000000, REPS=30) ===
threads,tempo_medio_s
1,2.060566
2,1.036411
3,0.704340
4,0.547567
5,0.441831
6,0.373236
